"sexo";"nacimiento";"estatura";"peso";"grupo_rh"
"F";"1971-05-03";1.47;83.4;"A+"
"M";"1978-04-23";1.53;61.7;"O+"
"M";"1976-08-21";1.66;63.7;"B+"
"M";"1975-04-11";1.35;71.2;"B+"
"M";"1976-08-07";1.87;59;"B+"
"F";"1990-08-05";1.35;70;"B+"
"M";"1988-04-24";1.91;86.5;"O+"
"M";"1984-03-18";1.56;63.7;"B+"
"M";"1983-09-23";1.7;51.4;"O+"
"M";"1979-04-28";2.11;60.9;"A+"
"M";"1985-05-14";1.5;70.1;"B+"
"M";"1974-07-06";1.4;61.6;"A+"
"M";"1974-08-06";1.86;94.5;"O+"
"M";"1976-03-16";1.84;82.4;"O+"
"F";"1973-03-07";1.48;65.4;"A-"
"F";"1987-03-25";1.65;76.4;"O+"
"F";"1971-07-12";1.63;69.1;"O+"
"M";"1983-06-10";1.86;65.4;"A+"
"F";"1985-02-23";1.5;62.4;"O+"
"F";"1966-08-14";1.59;71.3;"O+"
"M";"1984-04-15";1.58;79.1;"A+"
"M";"1965-07-04";1.89;80.5;"O-"
"M";"1975-04-24";1.94;71.7;"O+"
"M";"1979-08-17";1.56;68.7;"O+"
"F";"1978-04-27";1.46;61.9;"O+"
"M";"1981-02-13";1.22;61.1;"B+"
"F";"1988-05-20";1.48;76;"O+"
"M";"1981-05-10";1.6;57.1;"B+"
"F";"1990-10-16";1.62;70.3;"A+"
"M";"1977-07-21";1.2;55.6;"O+"
"M";"1987-07-09";1.77;76.3;"A+"
"M";"1990-06-14";1.71;68.2;"O+"
"M";"1976-05-05";1.44;67.2;"A-"
"F";"1966-02-17";1.55;63.7;"AB+"
"M";"1968-03-18";1.26;74.7;"B+"
"F";"1981-07-12";1.36;67.5;"A+"
"F";"1982-06-27";1.73;68.7;"O+"
"M";"1971-02-07";1.73;56.9;"O+"
"M";"1984-09-17";1.53;78.4;"O+"
"M";"1969-09-11";1.46;47.2;"A+"
"M";"1976-07-16";1.76;69.1;"B+"
"F";"1980-05-18";1.35;59.1;"O-"
"F";"1978-10-13";1.8;79.8;"O+"
"M";"1978-09-19";1.99;54;"O+"
"M";"1988-06-19";1.79;62;"B+"
"M";"1975-04-03";1.79;82.7;"A+"
"F";"1991-02-09";1.67;58.7;"B+"
"F";"1983-09-08";1.46;75.8;"A+"
"F";"1980-05-15";1.64;72.9;"B+"
"F";"1963-10-22";1.72;79.3;"A+"
"F";"1989-02-21";1.27;72;"A+"
"M";"1988-10-15";1.9;58.4;"O+"
"M";"1970-10-07";1.68;58.2;"A+"
"F";"1976-03-20";1.81;67.8;"B-"
"F";"1981-05-19";1.95;66.9;"O+"
"M";"1978-05-17";1.52;90;"O+"
"F";"1979-04-14";1.6;73.9;"A+"
"M";"1983-11-21";1.68;59;"A+"
"M";"1981-11-04";1.72;68.4;"O+"
"M";"1972-11-07";1.78;70;"A-"
"F";"1982-05-20";1.48;54.2;"B+"
"F";"1982-08-09";1.64;63.4;"B+"
"M";"1980-04-18";2.17;61.6;"B+"
"F";"1978-08-16";1.51;72.1;"A+"
"F";"1984-10-27";1.87;73.8;"A+"
"F";"1992-07-17";1.65;72.6;"A+"
"F";"1984-06-20";1.57;59.4;"A+"
"M";"1981-10-19";1.58;62.3;"B+"
"M";"1962-08-19";1.66;68.8;"O+"
"F";"1974-09-01";1.3;74.9;"A+"
"M";"1990-04-16";1.71;82.7;"O+"
"F";"1975-10-21";1.79;52.7;"O+"
"M";"1979-06-27";1.71;69;"O-"
"F";"1985-05-08";1.31;55.8;"AB-"
"M";"1989-04-06";1.33;57.8;"AB+"
"M";"1977-10-11";1.79;78.3;"B+"
"M";"1981-10-15";1.6;54.7;"B+"
"F";"1971-06-26";1.48;58.4;"A+"
"M";"1965-08-19";1.72;63.6;"O+"
"F";"1979-02-09";1.64;47.2;"B+"
"F";"1975-05-25";1.72;91.1;"B+"
"F";"1986-11-10";1.55;82.7;"O+"
"F";"1977-02-08";1.52;67.8;"O+"
"F";"1981-09-19";1.92;74.7;"O+"
"F";"1987-06-24";1.65;69.1;"O+"
"M";"1979-02-06";1.55;77.7;"O+"
"M";"1966-10-20";1.95;43;"O+"
"F";"1994-02-22";1.75;77.6;"A-"
"M";"1981-10-06";1.6;52;"B+"
"F";"1974-06-28";1.3;77.5;"O+"
"M";"1970-10-26";1.82;61.1;"B+"
"M";"1967-05-08";1.42;88.7;"B+"
"F";"1983-11-22";1.44;60.1;"O+"
"F";"1978-02-03";1.52;65.3;"O+"
"M";"1961-03-14";1.51;67.8;"O+"
"M";"1982-07-20";1.37;65.5;"O+"
"F";"1985-10-26";1.72;63;"O+"
"F";"1984-06-14";1.55;69.4;"O+"
"F";"1976-08-10";1.71;78.7;"A+"
"M";"1980-08-08";1.69;61.7;"A+"
"M";"1978-03-28";1.48;71.1;"O-"
"M";"1971-03-16";1.73;63.8;"B+"
"M";"1974-11-01";1.57;70.1;"B+"
"M";"1980-06-11";1.78;69.9;"A+"
"M";"1975-05-06";1.88;70.8;"O+"
"F";"1986-07-01";1.72;63.2;"B+"
"M";"1969-07-21";1.79;59.6;"O+"
"M";"1990-03-23";1.88;79.5;"O+"
"F";"1977-07-12";1.82;45.8;"O+"
"F";"1975-05-18";1.51;86.2;"O+"
"M";"1987-07-13";1.55;68.2;"A+"
"M";"1975-04-12";1.6;68.3;"A+"
"M";"1982-06-09";1.72;69;"AB+"
"M";"1985-10-04";1.9;63.5;"O+"
"F";"1979-05-14";1.44;70.7;"A+"
"M";"1975-04-26";1.5;65.1;"O+"
"M";"1977-03-14";1.86;59.9;"O+"
"F";"1983-06-21";1.56;60;"A-"
"M";"1986-09-04";1.74;48.6;"B+"
"F";"1972-09-28";1.77;82.9;"O+"
"F";"1970-08-08";1.81;52.7;"AB+"
"F";"1991-04-22";1.63;88.5;"B+"
"F";"1986-07-15";1.63;59.3;"A+"
"M";"1983-10-09";1.72;71.3;"A+"
"F";"1987-05-15";1.87;65.5;"A-"
"M";"1985-09-24";1.56;72.4;"B+"
"M";"1977-11-23";1.61;86.2;"O+"
"F";"1981-07-16";1.81;74.6;"A+"
"F";"1984-11-23";1.54;79.5;"O+"
"F";"1972-08-11";1.52;49.7;"O+"
"M";"1975-05-26";1.75;82.1;"B+"
"F";"1988-04-16";1.46;68.8;"O+"
"F";"1973-04-25";1.59;61;"B+"
"M";"1981-10-20";1.65;66.6;"O+"
"F";"1980-06-04";1.76;63.1;"O+"
"F";"1969-05-12";1.4;73.6;"B+"
"F";"1969-04-15";1.63;77.9;"A+"
"M";"1983-04-17";1.75;84.3;"B+"
"F";"1983-05-20";1.7;51.8;"B-"
"F";"1975-04-24";1.55;70.7;"O+"
"F";"1977-04-19";1.82;62;"O+"
"M";"1976-03-18";1.43;74.5;"O+"
"F";"1986-11-06";1.73;65.4;"A+"
"M";"1979-03-16";2.1;58;"O-"
"M";"1981-09-23";1.9;75.1;"O+"
"M";"1980-09-22";1.61;73.3;"A+"
"M";"1985-11-07";1.76;61;"A+"
"F";"1990-03-11";1.55;77.6;"O+"
"F";"1981-11-06";1.54;74.2;"O+"
"M";"1970-07-21";1.77;66.7;"O+"
"M";"1971-02-11";1.65;52.6;"O+"
"F";"1992-02-15";1.9;69;"B+"
"M";"1993-07-21";1.57;65.1;"O+"
"M";"1973-10-22";1.53;67.7;"B+"
"M";"1990-10-02";1.76;70.6;"A-"
"M";"1980-10-20";1.81;77.9;"A+"
"F";"1983-03-02";1.58;74.1;"A+"
"M";"1978-10-06";1.9;90.7;"O+"
"M";"1985-10-11";1.62;73.6;"O+"
"M";"1984-05-17";1.59;80.1;"A+"
"F";"1991-02-03";1.66;77.8;"O+"
"F";"1977-04-24";1.7;72.8;"O+"
"F";"1982-04-23";1.69;58.1;"A+"
"M";"1972-06-05";1.55;69.3;"A+"
"F";"1970-09-23";1.72;83.5;"A+"
"M";"1998-05-17";1.64;79.4;"O+"
"M";"1983-03-03";1.91;76;"O+"
"M";"1987-07-22";1.95;59;"O+"
"M";"1984-10-17";1.83;72.9;"A+"
"F";"1982-09-16";1.61;77.6;"B+"
"F";"1987-08-09";1.71;72.9;"AB+"
"F";"1981-11-16";1.89;69.8;"B+"
"M";"1983-08-09";1.81;76.1;"AB+"
"M";"1969-04-05";1.84;56.4;"AB+"
"M";"1980-04-27";1.38;70.6;"AB+"
"M";"1991-10-07";1.55;71.2;"O+"
"M";"1967-06-23";1.8;69.2;"O+"
"M";"1974-03-01";1.8;74.4;"O+"
"M";"1987-09-28";1.68;74.5;"O+"
"F";"1980-02-04";1.76;74.2;"O+"
"M";"1984-11-13";1.81;94.6;"A+"
"M";"1973-02-24";1.4;71;"A+"
"F";"1997-08-15";1.7;75;"O-"
"M";"1984-06-16";1.54;66.7;"B+"
"M";"1965-07-23";1.63;64.4;"AB+"
"F";"1976-05-20";1.64;75.5;"A+"
"M";"1981-10-17";1.58;59.8;"A+"
"M";"1988-11-23";2.01;73.6;"O+"
"F";"1978-04-12";1.6;81;"A+"
"M";"1969-06-02";1.63;88.4;"A-"
"M";"1989-09-12";1.7;72.9;"O+"
"F";"1982-07-13";1.72;63.2;"O-"
"M";"1969-04-19";1.8;61.6;"O+"
"F";"1993-05-13";1.38;64.4;"B-"
"M";"1973-11-21";1.86;73.8;"A+"
"F";"1970-09-25";1.6;84.6;"AB+"
"M";"1968-02-23";1.53;58.5;"A+"
"M";"1972-06-23";1.65;73.8;"B+"
"M";"1987-04-15";1.44;68.9;"A-"
"F";"1977-11-28";1.51;91.7;"A+"
"M";"1986-03-16";1.57;95.6;"O+"
"M";"1965-06-19";1.68;68.8;"B+"
"M";"1971-10-13";1.95;77.5;"O+"
"M";"1986-04-22";1.66;61.9;"B+"
"M";"1976-10-07";1.71;52.8;"B+"
"M";"1981-03-22";1.65;60.7;"A+"
"F";"1983-06-04";1.21;85.8;"O+"
"M";"1980-02-25";1.73;74.1;"A+"
"F";"1980-04-12";1.54;83.7;"A+"
"F";"1974-09-27";1.58;65;"O+"
"F";"1980-04-09";1.27;92.1;"B+"
"M";"1989-04-08";1.76;62;"O-"
"M";"1978-09-17";1.45;46.8;"A-"
"M";"1968-02-21";1.46;74.8;"B+"
"M";"1967-11-02";1.67;74.3;"B+"
"F";"1976-04-04";1.68;47.3;"B+"
"M";"1976-06-04";1.64;93.5;"AB+"
"M";"1992-08-18";1.72;52.9;"B+"
"M";"1983-08-03";1.95;76.2;"AB+"
"F";"1978-11-25";1.78;74.2;"O+"
"M";"1988-11-21";1.56;63.8;"O+"
"F";"1982-04-13";1.47;76.3;"O+"
"F";"1973-10-27";1.45;62.4;"O+"
"F";"1983-04-16";1.38;88.5;"A+"
"F";"1982-05-15";1.89;61.8;"O+"
"F";"1976-09-11";1.62;62.5;"B-"
"F";"1977-05-23";1.2;67;"O+"
"M";"1973-09-23";1.47;70.9;"O-"
"M";"1973-10-16";1.59;94.1;"A+"
"M";"1969-09-16";1.74;65.7;"B+"
"F";"1981-03-13";1.72;78.2;"B+"
"M";"1980-04-13";1.67;72.7;"AB+"
"F";"1972-03-10";1.49;65.9;"B+"
"M";"1974-09-17";1.78;82.8;"A+"
"M";"1975-05-22";1.28;56.9;"O+"
"F";"1989-06-17";1.61;73.8;"O+"
"F";"1972-08-05";1.63;79.6;"O+"
"F";"1986-09-11";1.17;70.4;"O+"
"F";"1979-10-02";1.64;65;"O-"
"M";"1970-06-19";1.76;80.9;"B+"
"F";"1977-07-24";1.88;68.6;"A+"
"M";"1970-07-01";1.78;80.9;"B+"
"F";"1978-07-07";1.4;77;"O+"
"F";"1982-07-22";1.57;67.9;"O+"
"M";"1977-02-15";1.52;66.8;"B+"
"F";"1980-10-22";1.32;73.5;"A+"
"F";"1988-02-23";1.25;73;"A+"
"M";"1984-05-06";1.56;72.4;"A+"
"M";"1979-07-22";1.71;61.2;"O+"
"F";"1974-03-09";1.48;66.1;"A+"
"F";"1978-03-26";1.64;79.9;"B+"
"M";"1984-08-16";1.78;66.6;"O-"
"M";"1982-11-19";1.71;79;"A+"
"M";"1988-08-03";1.8;59.1;"B+"
"F";"1985-09-09";1.75;58.8;"O+"
"F";"1993-09-18";1.55;76.1;"O+"
"M";"1979-03-14";1.96;78.9;"A+"
"M";"1990-02-11";1.92;71.1;"B-"
"F";"1988-08-14";1.89;65.5;"O+"
"M";"1979-03-19";1.97;85.9;"B+"
"F";"1977-11-19";1.77;75.6;"B+"
"M";"1967-11-26";1.85;68.2;"B+"
"M";"1971-03-08";1.71;76.8;"O+"
"M";"1986-10-19";1.62;66.7;"AB+"
"F";"1982-10-20";1.71;67.3;"A+"
"M";"1977-11-04";1.41;46.3;"A+"
"M";"1982-04-11";1.98;84.4;"O+"
"M";"1972-08-25";1.54;68.8;"B+"
"M";"1996-11-16";1.55;69.8;"B+"
"M";"1980-11-11";1.74;75.5;"O+"
"M";"1976-04-07";1.72;62.2;"B-"
"M";"1990-11-14";1.77;73.4;"A-"
"M";"1985-08-13";1.68;63.8;"A+"
"F";"1980-03-27";1.26;60.7;"O+"
"M";"1977-05-08";1.59;67.7;"O+"
"M";"1964-02-26";1.92;81.6;"AB+"
"M";"1981-09-03";1.85;63.7;"O+"
"F";"1980-04-09";1.32;83.1;"O+"
"M";"1971-05-17";1.73;65.8;"O+"
"F";"1988-08-09";1.75;76.7;"O+"
"M";"1974-05-01";1.8;91.4;"A+"
"M";"1981-10-06";1.55;81.3;"O+"
"F";"1971-10-25";1.49;64.3;"O+"
"M";"1988-05-26";1.69;77.8;"A+"
"F";"1978-02-08";1.52;90.6;"A+"
"M";"1981-09-23";1.72;67.6;"A+"
"F";"1982-11-16";1.75;65.5;"A+"
"F";"1979-10-27";1.3;57.9;"B+"
"M";"1976-02-06";2.06;78.7;"A+"
"M";"1973-03-28";1.56;62.1;"B+"
"M";"1978-04-08";1.58;87.4;"A+"
"F";"1979-04-02";1.63;77.1;"B-"
"F";"1980-11-25";1.41;81.9;"O+"
"F";"1989-08-13";1.75;82.8;"A-"
"M";"1973-04-26";1.83;60.4;"O+"
"M";"1978-09-18";1.85;38.3;"A+"
"F";"1970-11-08";1.36;57.8;"A+"
"M";"1966-09-12";1.38;70.5;"A+"
"F";"1976-10-18";1.52;77;"B+"
"F";"1976-07-21";1.67;68;"B+"
"M";"1980-02-21";1.6;82.7;"A+"
"M";"1973-03-23";1.63;59.9;"B-"
"F";"1983-11-04";1.68;71.2;"B+"
"M";"1972-08-22";1.84;63.3;"A+"
"M";"1977-11-14";1.71;70.7;"O+"
"F";"1973-11-10";1.57;62.4;"O+"
"M";"1979-10-18";1.7;73;"AB+"
"F";"1968-03-18";1.72;66.4;"O+"
"M";"1982-11-07";1.76;72.5;"O+"
"M";"1983-06-26";1.48;81.8;"A+"
"M";"1968-11-18";1.63;77.9;"A+"
"M";"1981-07-14";1.98;69.1;"B+"
"M";"1977-07-04";1.66;64.7;"A-"
"F";"1960-04-05";1.59;69.8;"O+"
"M";"1971-09-26";1.88;63.7;"A+"
"F";"2001-06-09";1.53;73.6;"B+"
"M";"1985-03-02";1.47;78.7;"A-"
"F";"1983-09-15";1.61;73.2;"A+"
"M";"1983-11-09";1.47;60.7;"B+"
"F";"1981-04-08";1.6;86.2;"O-"
"M";"1989-02-01";1.64;71.9;"O+"
"M";"1982-09-07";1.59;55.8;"B+"
"F";"1982-03-21";1.44;80.1;"A-"
"M";"1975-06-18";1.88;52;"O+"
"M";"1977-04-18";1.35;54.4;"O+"
"F";"1978-11-11";1.69;62.6;"A+"
"F";"1980-09-23";1.73;70.8;"O-"
"M";"1985-11-28";1.76;70;"O-"
"F";"1988-03-18";1.36;55.6;"O+"
"M";"1980-07-28";1.73;89.8;"A+"
"M";"1972-06-18";1.74;68.1;"AB+"
"F";"1977-02-16";1.42;78;"A+"
"F";"1986-10-03";1.38;51.8;"B+"
"F";"1978-09-18";1.46;85.5;"A+"
"F";"1971-11-11";1.71;78.4;"O+"
"M";"1978-07-08";1.69;59.9;"B+"
"F";"1984-05-16";1.59;65.9;"B+"
"F";"1983-10-15";1.38;80.9;"B+"
"F";"1973-11-22";1.45;92.3;"A+"
"F";"1978-03-03";1.81;77.8;"O+"
"F";"1974-09-19";1.45;68.8;"A+"
"F";"1980-03-09";1.72;65.4;"B+"
"F";"1980-10-24";1.63;81.3;"O+"
"F";"1987-09-28";1.51;64.4;"A+"
"F";"1979-09-10";1.47;85.5;"O+"
"F";"1975-02-25";1.7;44.5;"O+"
"F";"1973-08-08";1.15;59.4;"A+"
"F";"1984-04-23";1.36;65.1;"O+"
"M";"1982-10-18";1.72;74.9;"B+"
"M";"1988-02-07";1.32;85;"O+"
"M";"1977-11-13";1.74;57.4;"O+"
"F";"1983-09-16";1.74;70;"O+"
"F";"1997-05-13";1.34;61.6;"O+"
"F";"1977-11-10";1.56;51.8;"O+"
"F";"1978-03-18";1.43;74.6;"A+"
"M";"1974-06-24";1.45;71.5;"A+"
"M";"1979-04-24";1.51;60.4;"A+"
"F";"1982-11-23";1.34;74.3;"A-"
"F";"1995-08-06";1.55;56.7;"O-"
"F";"1975-02-25";1.64;79.4;"AB+"
"M";"1988-04-06";2.05;88.6;"O+"
"F";"1977-04-22";1.52;61.6;"A+"
"F";"1983-08-25";1.59;82.7;"B+"
"M";"1984-09-17";1.48;63.8;"O-"
"M";"1985-06-17";1.76;76;"O+"
"M";"1959-07-01";1.43;74;"O+"
"M";"1987-11-16";1.48;75.7;"O+"
"M";"1983-10-02";1.81;54.2;"AB-"
"M";"1967-09-02";1.7;79.5;"B+"
"F";"1978-02-13";1.81;67.8;"O+"
"F";"1982-11-16";1.55;62.9;"AB+"
"M";"1974-11-07";1.72;67.5;"B+"
"M";"1961-05-05";1.63;66.4;"O+"
"F";"1978-02-16";1.51;47.1;"O+"
"M";"1988-02-06";1.82;65.7;"B+"
"F";"1976-04-14";1.39;67.2;"A+"
"M";"1976-02-19";1.46;55.7;"B+"
"M";"1981-09-25";1.35;80.8;"A+"
"F";"1968-11-13";1.45;68.4;"O+"
"F";"1977-10-25";1.78;63.5;"O+"
"M";"1971-09-28";1.85;78.9;"A-"
"M";"1966-04-18";1.57;75.7;"O+"
"M";"1986-03-08";1.64;79.1;"AB+"
"M";"1991-08-01";1.73;83.8;"B+"
"F";"1976-11-03";1.45;75.4;"B+"
"M";"1983-10-12";1.43;62.4;"A-"
"F";"1976-08-17";1.62;72.6;"AB+"
"F";"1982-02-26";1.5;72.8;"A-"
"F";"1974-05-17";1.58;70.3;"A-"
"M";"1976-11-22";1.75;87.4;"O-"
"F";"1975-07-10";1.48;71.2;"O+"
"F";"1982-08-24";1.89;70.9;"O+"
"M";"1988-08-02";1.73;69;"B+"
"M";"1979-08-21";1.82;94.3;"A+"
"M";"1989-06-09";1.62;74.6;"B+"
"F";"1981-05-13";1.66;79.4;"O-"
"M";"1973-04-04";1.75;73.7;"O+"
"M";"1986-04-17";1.9;60.6;"B+"
"M";"1979-11-13";1.44;82.8;"O+"
"F";"1981-06-26";1.45;56.7;"A+"
"M";"1990-06-12";1.58;62.3;"A-"
"F";"1980-03-05";1.36;60.7;"A+"
"F";"1985-09-23";1.76;66.8;"O+"
"M";"1976-08-12";1.52;69.7;"O+"
"F";"1987-03-17";1.53;91;"A+"
"F";"1978-11-04";1.18;57.1;"O+"
"M";"1979-05-02";1.64;69.3;"O+"
"M";"1968-10-11";1.65;75.1;"AB+"
"M";"1986-04-17";1.7;82.1;"A+"
"F";"1976-06-10";1.39;69.5;"O+"
"M";"1985-07-24";1.92;84;"B-"
"M";"1983-04-10";1.75;83.8;"A+"
"M";"1988-04-09";1.65;83.1;"O+"
"M";"1976-07-13";1.83;71.2;"AB+"
"M";"1987-02-12";1.49;75.1;"B+"
"F";"1983-05-24";1.46;86;"A+"
"F";"1977-02-18";1.41;82.5;"O+"
"M";"1970-10-25";1.95;91.1;"O+"
"M";"1988-06-21";1.62;67.4;"O+"
"F";"1978-11-21";1.87;73.2;"O+"
"M";"1982-11-27";1.66;79.2;"B+"
"M";"1983-02-15";1.29;69;"AB+"
"M";"1974-10-15";1.48;57;"AB+"
"M";"1983-03-03";1.83;70;"B+"
"M";"1976-09-07";1.63;70.3;"B+"
"M";"1983-06-02";1.6;72.7;"O+"
"F";"1983-07-01";1.57;80.1;"A+"
"F";"1971-08-10";1.49;67.4;"O+"
"F";"1980-10-03";1.78;65.8;"O+"
"M";"1973-03-28";1.41;81.9;"O+"
"F";"1984-02-21";1.65;66.2;"B+"
"F";"1979-10-06";1.8;75;"O+"
"F";"1979-10-23";1.77;52.9;"A+"
"F";"1993-10-06";1.36;85.9;"A+"
"F";"1978-05-14";1.8;73.4;"O+"
"F";"1978-07-09";1.6;80.9;"O+"
"F";"1988-04-28";1.76;55;"O+"
"M";"1985-02-02";1.25;67.7;"O+"
"F";"1990-09-14";1.87;62;"AB+"
"F";"1984-11-26";1.66;73.9;"A+"
"F";"1979-06-18";1.39;68.3;"B+"
"M";"1981-04-14";1.56;69.2;"AB+"
"M";"1989-03-13";1.63;68.7;"B+"
"M";"1982-04-17";1.66;76.7;"A+"
"F";"1971-04-09";1.85;65.3;"O+"
"M";"1977-10-21";1.63;73;"O+"
"M";"1997-05-26";1.94;78.2;"O+"
"M";"1978-05-24";1.7;81.8;"A+"
"M";"1983-04-25";1.64;63.6;"A+"
"F";"1971-05-27";1.45;52.7;"A+"
"M";"1975-03-09";1.8;69.6;"B+"
"F";"1979-11-02";1.83;82.6;"B+"
"M";"1991-06-13";1.73;78.7;"A+"
"F";"1981-03-18";1.53;63.4;"O+"
"F";"1993-03-14";1.74;82.3;"O+"
"F";"1980-02-18";1.64;69;"O+"
"F";"1975-02-18";1.81;62.7;"A+"
"M";"1985-11-26";1.45;75.5;"O+"
"M";"1976-05-28";1.54;71.7;"O+"
"M";"1983-06-07";1.41;65.8;"B+"
"M";"1986-05-19";1.31;63.5;"O+"
"F";"1996-07-16";1.63;78.5;"B+"
"M";"1978-05-12";1.85;46.9;"O+"
"M";"1988-10-26";1.73;85;"O+"
"F";"1984-06-04";1.82;74.7;"A+"
"F";"1977-09-08";1.61;64.3;"B+"
"F";"1984-10-24";1.65;50.7;"O+"
"M";"1975-09-27";1.55;85.7;"A+"
"M";"1983-04-13";2.03;77.2;"A+"
"M";"1976-11-19";1.84;74.8;"A+"
"F";"1972-07-02";1.44;71;"A-"
"F";"1975-02-25";1.64;73.8;"O+"
"M";"1982-04-05";1.83;67.5;"O+"
"M";"1971-03-15";1.5;66.3;"O+"
"F";"1977-07-05";1.77;52.3;"O+"
"F";"1984-07-27";1.7;73.8;"B+"
"M";"1974-03-11";1.68;68.2;"O+"
"F";"1980-05-02";1.15;87.9;"A+"
"M";"1971-03-16";1.62;73.9;"B+"
"F";"1980-07-22";1.97;84.8;"B+"
"F";"1978-10-17";1.56;75.6;"O+"
"F";"1990-05-22";1.56;67.5;"O+"
"M";"1982-05-19";1.74;74.4;"A+"
"F";"1977-07-07";1.88;66.5;"A+"
"M";"1973-10-21";1.71;58.6;"O+"
"M";"1981-06-08";1.5;77;"O+"
"M";"1982-10-19";1.74;63.4;"A-"
"M";"1985-08-14";1.56;62;"A+"
"F";"1986-08-12";1.27;78.7;"O+"
"F";"1976-05-24";1.87;75.2;"B+"
"M";"1982-07-26";1.72;52;"A+"
"M";"2000-03-22";1.78;74.3;"O+"
"M";"1981-06-28";1.59;63.6;"A-"
"M";"1992-03-22";1.73;62.4;"O+"
"F";"1983-06-15";1.65;84.1;"B+"
"F";"1980-05-03";1.45;84.8;"O-"
"F";"1977-03-21";1.69;72.2;"O+"
"F";"1978-02-04";1.55;61.9;"O+"
"F";"1986-07-23";1.49;63.7;"B+"
"F";"1983-04-03";1.54;78.8;"A+"
"M";"1991-08-18";1.88;61.3;"A+"
"F";"1964-11-07";1.65;85.7;"O+"
"F";"1975-04-26";1.67;83.1;"O+"
"M";"1995-07-11";1.66;52.2;"B+"
"F";"1972-03-20";1.82;61.9;"A+"
"F";"1973-08-20";1.68;79;"B+"
"F";"1990-05-17";1.43;69.4;"A+"
"M";"1972-02-12";1.95;62.8;"O+"
"F";"1977-02-07";1.48;87.3;"AB+"
"F";"1976-09-21";1.59;69.2;"A+"
"F";"1980-09-05";1.44;72.3;"B+"
"M";"1973-11-28";1.68;82.9;"A+"
"M";"1968-09-10";1.61;62.7;"O+"
"M";"1972-04-04";1.44;63.6;"O+"
"F";"1981-06-12";1.6;78.5;"O+"
"F";"1976-10-03";1.56;94.8;"O+"
"F";"1972-08-09";1.69;64.7;"O+"
"M";"1974-07-10";1.59;52.6;"B+"
"F";"1978-10-18";1.84;80.1;"O-"
"F";"1973-10-15";1.52;72.2;"A+"
"M";"1984-05-09";1.63;89.8;"B+"
"F";"1990-08-24";1.79;81.4;"O+"
"M";"1980-06-16";2.07;56.4;"B+"
"F";"1986-10-28";1.69;67.8;"A+"
"M";"1987-02-22";1.64;61.7;"A+"
"M";"1979-07-04";1.78;63.5;"A+"
"F";"1981-06-28";1.49;71.2;"O+"
"F";"1978-03-20";1.77;68.2;"O+"
"F";"1986-11-23";1.31;66.2;"B+"
"F";"1983-07-20";1.41;76.1;"O+"
"F";"1978-11-01";1.63;73.3;"A+"
"F";"1982-05-11";1.67;62;"B+"
"F";"1990-02-16";1.87;78.8;"A+"
"M";"1989-04-19";1.54;77.5;"O+"
"M";"1983-11-11";1.84;75.2;"A+"
"M";"1984-11-21";1.73;65.7;"A+"
"F";"1977-02-22";1.39;75.4;"A+"
"F";"1980-03-02";1.59;53.4;"B+"
"F";"1972-04-06";1.44;69.9;"B+"
"M";"1982-04-21";1.66;51.4;"A+"
"M";"1972-03-06";1.75;71.8;"O+"
"F";"1976-05-19";1.54;60.2;"O+"
"F";"1981-02-24";1.77;83.4;"A+"
"F";"1990-04-28";1.51;62.1;"O+"
"F";"1975-03-10";1.39;74.7;"AB+"
"M";"1973-08-26";1.49;57.8;"B+"
"M";"1970-09-12";1.71;85.1;"A+"
"F";"1988-05-14";1.66;73.7;"O+"
"F";"1968-05-10";1.53;54.1;"B+"
"F";"1977-03-17";1.47;76.7;"A+"
"M";"1981-09-06";1.6;85.3;"A+"
"F";"1991-11-27";1.47;68.8;"O+"
"F";"1985-05-27";1.73;69.6;"O+"
"M";"1972-04-20";1.36;73;"O+"
"M";"1985-10-02";1.57;56.6;"A+"
"M";"1997-05-03";1.52;69.8;"A-"
"F";"1975-02-28";1.53;78;"A+"
"F";"1984-04-03";1.89;68.1;"O-"
"M";"1981-08-24";1.83;66.6;"A+"
"F";"1983-11-18";1.78;75.7;"O+"
"F";"1984-04-02";1.48;69.1;"AB+"
"F";"1977-10-01";1.67;50.2;"B+"
"F";"1979-04-15";1.55;81.4;"A+"
"M";"1991-03-10";1.54;59.2;"O+"
"F";"1975-08-08";1.6;72.6;"AB+"
"F";"1982-06-22";1.7;68;"O+"
"F";"1971-11-23";1.49;66.8;"B+"
"F";"1981-07-03";1.79;67.3;"B+"
"M";"1972-04-22";1.65;75.3;"O+"
"F";"1979-11-26";1.66;43.9;"O+"
"M";"1975-07-21";1.51;67.5;"A+"
"M";"1980-10-20";1.43;87.4;"O+"
"F";"1978-05-19";1.42;65.7;"O-"
"M";"1983-06-04";1.53;67.9;"B+"
"M";"1991-08-22";1.7;49.2;"O+"
"M";"1977-08-03";1.94;90.9;"A+"
"M";"1976-11-15";1.66;52.8;"O-"
"M";"1975-03-04";1.65;74.2;"O+"
"F";"1985-11-02";1.41;64.5;"O+"
"F";"1999-10-07";1.57;65.2;"B+"
"M";"1979-08-09";1.74;67.6;"O+"
"F";"1978-03-18";1.95;89.5;"B+"
"F";"1980-11-17";1.36;74.2;"A+"
"M";"1993-10-05";1.53;63.8;"A+"
"F";"1976-02-04";1.43;74.3;"B+"
"M";"1983-09-02";1.85;58.9;"O+"
